0,neg,neu,pos,
fathers,0,1,0,
familiar,0,1,0,
expect,0,1,0,
eto,0,1,0,
enriches,0,1,0,
endless,0,1,0,
elementary,0,1,0,
ein,0,1,0,
edit,0,1,0,
dyed,0,1,0,
drowning,0,1,0,
dressing,0,1,0,
drawer,0,1,0,
dope,0,1,0,
dnt,0,1,0,
diseases,0,1,0,
diner,0,1,0,
despues,0,1,0,
dengan,0,1,0,
deer,0,1,0,
dd,0,1,0,
danielle,0,1,0,
dads,0,1,0,
d\u00e1,0,1,0,
curly,0,1,0,
created,0,0,1,
craving,0,1,0,
cost,0,1,0,
continue,0,1,0,
contact,0,1,0,
confused,1,0,0,
comigo,0,1,0,
come\u00e7ar,0,1,0,
come\u00e7ando,0,1,0,
colors,0,1,0,
coco,0,1,0,
coat,0,1,0,
coast,0,1,0,
co,0,1,0,
cloud,0,1,0,
cleaned,0,1,0,
ciudad,0,1,0,
cinema,0,1,0,
cherry,0,1,0,
cheering,0,0,1,
cheeky,0,1,0,
cheap,0,1,0,
chase,0,1,0,
character,0,1,0,
challenge,0,0,1,
cereal,0,1,0,
castle,0,1,0,
captured,0,1,0,
captain,0,1,0,
calls,0,1,0,
buzzing,0,1,0,
burning,0,1,0,
built,0,1,0,
buck,0,1,0,
btw,0,1,0,
bs,0,1,0,
bringing,0,1,0,
brazil,0,1,0,
brave,0,0,1,
brasil,0,1,0,
bra,0,1,0,
bow,0,1,0,
blij,0,1,0,
blast,0,1,0,
birds,0,1,0,
bersama,0,1,0,
bello,0,1,0,
bellas,0,1,0,
beauties,0,0,1,
beating,1,0,0,
beast,0,1,0,
batch,0,1,0,
bat,0,1,0,
basketball,0,1,0,
balcony,0,1,0,
badly,1,0,0,
b'day,0,1,0,
azul,0,1,0,
awwww,0,1,0,
auntie,0,1,0,
aula,0,1,0,
atardecer,0,1,0,
assembly,0,1,0,
arizona,0,1,0,
apa,0,1,0,
annoying,1,0,0,
aniversario,0,1,0,
amanda,0,1,0,
aller,0,1,0,
alarms,1,0,0,
aha,0,1,0,
ages,0,1,0,
africa,0,1,0,
affective,0,1,0,
advent,0,1,0,
acho,0,1,0,
a\u00fan,0,1,0,
a\u00ed,0,1,0,
\uff65,0,1,0,
\ue407,0,1,0,
\ue403,0,1,0,
\ud83d\ude4f,0,1,0,
\ud83d\ude2b,0,1,0,
\ud83d\udc6d,0,1,0,
\ud83d\udc4f,0,1,0,
\ud83d\udc4c,0,1,0,
\u30c4,0,1,0,
\u2693,0,1,0,
\u261d,0,1,0,
\u2588,0,1,0,
\u256d,0,1,0,
\u2323,0,1,0,
\u203c,0,1,0,
\u0e41\u0e25,0,1,0,
\u0e32\u0e19,0,1,0,
\u0e19\u0e40\u0e01,0,1,0,
\u0e19\u0e15,0,1,0,
\u0915,0,1,0,
\u0445\u043e\u0440\u043e\u0448\u043e,0,1,0,
\u043d\u0430\u0441\u0442\u0440\u043e\u0435\u043d\u0438\u0435,0,1,0,
\u043c\u043e\u044f,0,1,0,
\u043c\u043e\u0439,0,1,0,
\u043a\u043e\u0433\u0434\u0430,0,1,0,
\u0435\u0449\u0435,0,1,0,
\u0434\u043e\u043c\u043e\u0439,0,1,0,
\u0434\u043e\u0431\u0440\u043e\u0435,0,1,0,
\u03c9,0,1,0,
\u00fc,0,1,0,
Sooooo,0,1,0,
Soooo,0,1,0,
@wef,0,1,0,
@special1004,0,1,0,
@shayeee__,0,1,0,
@pathanasmakhan,0,1,0,
@maroon5,0,1,0,
@headquarters,0,1,0,
@ashton5sos,0,1,0,
99,0,1,0,
8:,0,1,0,
555,0,1,0,
500,0,1,0,
1d,0,1,0,
18th,0,1,0,
13th,0,1,0,
#yyc,0,1,0,
#yankees,0,1,0,
#xbox360,0,1,0,
#without,0,1,0,
#willmissyou,0,1,0,
#whisky,0,1,0,
#where,0,1,0,
#weddingday,0,1,0,
#washington,0,1,0,
#walmart,0,1,0,
#wallpaper,0,1,0,
#walkingdead,0,1,0,
#vietnam,0,1,0,
#vibes,0,1,0,
#veracruz,0,1,0,
#venice,0,1,0,
#ulzzang,0,1,0,
#twinkies,0,1,0,
#twilight,0,1,0,
#twd,0,1,0,
#trick,1,0,0,
#trend,0,1,0,
#tistheseason,0,1,0,
#tiger,0,1,0,
#throw,0,1,0,
#thissucks,0,1,0,
#thirstythursday,0,1,0,
#thebeatles,0,1,0,
#theater,0,1,0,
#thats,0,1,0,
#thankgod,0,1,0,
#th,0,1,0,
#terrier,0,1,0,
#tenerife,0,1,0,
#taylor,0,1,0,
#tape,0,1,0,
#tag,0,1,0,
#tacobell,0,1,0,
#swimmingpool,0,1,0,
#sweethome,0,1,0,
#summer2012,0,1,0,
#statue,0,1,0,
#staracademy,0,1,0,
#sqn,0,1,0,
#southbeach,0,1,0,
#soulmates,0,1,0,
#sohappy,0,1,0,
#sofa,0,1,0,
#soexcited,0,1,0,
#snickers,0,1,0,
#snake,0,1,0,
#smirk,0,1,0,
#skiing,0,1,0,
#silence,0,1,0,
#side,0,1,0,
#showtime,0,1,0,
#sharepict,0,1,0,
#sevilla,0,1,0,
#seriesfinale,0,1,0,
#seoul,0,1,0,
#semarang,0,1,0,
#selfy,0,1,0,
#seeyousoon,0,1,0,
#sedih,0,1,0,
#sarcasm,1,0,0,
#santiago,0,1,0,
#sandyhook,0,1,0,
#sad\u0131k,0,1,0,
#rough,0,1,0,
#roommate,0,1,0,
#revision,0,1,0,
#reggae,0,1,0,
#redbull,0,1,0,
#reallife,0,1,0,
#raybans,0,1,0,
#raya,0,1,0,
#raw,0,1,0,
#ravens,0,1,0,
#rasta,0,1,0,
#ps4,0,1,0,
#productive,0,1,0,
#problem,1,0,0,
#prince,0,1,0,
#prettylittleliars,0,1,0,
#praise,0,0,1,
#positivethinking,0,1,0,
#popcorn,0,1,0,
#polkadots,0,1,0,
#polaroid,0,1,0,
#plant,0,1,0,
#pinterest,0,1,0,
#picofthenight,0,1,0,
#physics,0,1,0,
#philosophy,0,1,0,
#paul,0,1,0,
#parfum,0,1,0,
#own,0,1,0,
#outdoor,0,1,0,
#oneday,0,1,0,
#oldman,0,1,0,
#olaf,0,1,0,
#nuts,1,0,0,
#numb,1,0,0,
#np,0,0,1,
#nowork,0,1,0,
#note,0,1,0,
#nosmile,0,1,0,
#noshame,0,1,0,
#nola,0,1,0,
#nigeria,0,1,0,
#newchapter,0,1,0,
#nelsonmandela,0,1,0,
#neko,0,1,0,
#nashville,0,1,0,
#mygirls,0,1,0,
#myfriend,0,1,0,
#myface,0,1,0,
#myboys,0,1,0,
#mutluluk,0,1,0,
#musician,0,1,0,
#musical,0,1,0,
#mty,0,1,0,
#mr,0,1,0,
#move,0,1,0,
#mocha,0,1,0,
#misery,1,0,0,
#minniemouse,0,1,0,
#minnie,0,1,0,
#military,0,1,0,
#miamibeach,0,1,0,
#medellin,0,1,0,
#mcr,0,1,0,
#mcdo,0,1,0,
#mattsmith,0,1,0,
#matching,0,1,0,
#masterpiece,0,0,1,
#maldives,0,1,0,
#makeupartist,0,1,0,
#loveofmylife,0,1,0,
#lovehurts,0,1,0,
#looks,0,1,0,
#lollipop,0,1,0,
#listening,0,1,0,
#lindas,0,1,0,
#liberty,0,0,1,
#lesson,0,1,0,
#leggo,0,1,0,
#leamichele,0,1,0,
#leadership,0,1,0,
#lawofattraction,0,1,0,
#latte,0,1,0,
#latenight,0,1,0,
#lashes,0,1,0,
#lasamo,0,1,0,
#kl,0,1,0,
#kitkat,0,1,0,
#kitchen,0,1,0,
#kim,0,1,0,
#killed,1,0,0,
#kidrauhl,0,1,0,
#key,0,1,0,
#justdoit,0,1,0,
#johnlennon,0,1,0,
#jerk,1,0,0,
#jack,0,1,0,
#ironman,0,1,0,
#io,0,1,0,
#instapick,0,1,0,
#instaphotos,0,1,0,
#instabad,0,1,0,
#inspiring,0,0,1,
#infinite,0,1,0,
#independenceday,0,1,0,
#image,0,1,0,
#ilikeit,0,1,0,
#hyper,0,1,0,
#hotchocolate,0,1,0,
#holi,0,1,0,
#hippy,0,1,0,
#hike,0,1,0,
#hermosa,0,1,0,
#hb,0,1,0,
#happyme,0,1,0,
#happybirthdaytome,0,1,0,
#hapiness,0,1,0,
#handbag,0,1,0,
#half,0,1,0,
#hahahaha,0,1,0,
#had,0,1,0,
#guns,0,1,0,
#guapo,0,1,0,
#guapa,0,1,0,
#grumpy,0,1,0,
#groom,0,1,0,
#grave,1,0,0,
#gothic,0,1,0,
#goodnigth,0,1,0,
#goodfriends,0,1,0,
#giving,0,0,1,
#gd,0,1,0,
#gays,0,1,0,
#fuckit,0,1,0,
#friendzone,0,1,0,
#foster,0,1,0,
#fortunecookie,0,1,0,
#formal,0,1,0,
#flat,0,1,0,
#fishing,0,1,0,
#finland,0,1,0,
#fierce,0,1,0,
#field,0,1,0,
#fff,0,1,0,
#ferias,0,1,0,
#feriado,0,1,0,
#feria,0,1,0,
#felizcumplea\u00f1os,0,1,0,
#felicidade,0,1,0,
#feelgood,0,1,0,
#fbf,0,1,0,
#fashionista,0,1,0,
#familyday,0,1,0,
#fam\u00edlia,0,1,0,
#fa,0,1,0,
#f1,0,1,0,
#explosion,0,1,0,
#explore,0,1,0,
#exhausted,1,0,0,
#etsy,0,1,0,
#elf,0,1,0,
#egy,0,1,0,
#effects,0,1,0,
#edc,0,1,0,
#eatclean,0,1,0,
#dye,0,1,0,
#dutch,0,1,0,
#dude,0,1,0,
#dublin,0,1,0,
#door,0,1,0,
#dontleave,0,1,0,
#doglover,0,1,0,
#doctors,0,1,0,
#disappointing,1,0,0,
#diamonds,0,1,0,
#determined,0,0,1,
#destruction,1,0,0,
#destiny,0,1,0,
#destination,0,1,0,
#demilovato,0,1,0,
#delish,0,1,0,
#deli,0,1,0,
#degree,0,1,0,
#darling,0,0,1,
#daddysgirl,0,1,0,
#crochet,0,1,0,
#crap,1,0,0,
#couples,0,1,0,
#cosy,0,1,0,
#corona,0,1,0,
#cook,0,1,0,
#con,0,1,0,
#compras,0,1,0,
#compleanno,0,1,0,
#company,0,1,0,
#comfortfood,0,1,0,
#comeon,0,1,0,
#coldplay,0,1,0,
#client,0,1,0,
#cine,0,1,0,
#cider,0,1,0,
#chibi,0,1,0,
#cheetah,0,1,0,
#catlady,0,1,0,
#caribbean,0,1,0,
#cardio,0,1,0,
#capture,0,1,0,
#capetown,0,1,0,
#buttrue,0,1,0,
#busy,0,1,0,
#brownhair,0,1,0,
#brony,0,1,0,
#bridesmaids,0,1,0,
#bracelets,0,1,0,
#bouquet,0,1,0,
#born,0,1,0,
#booze,0,1,0,
#booty,0,1,0,
#bonheur,0,1,0,
#boda,0,1,0,
#blondes,0,1,0,
#blink182,0,1,0,
#blind,1,0,0,
#bleh,0,1,0,
#blanket,0,1,0,
#blackwhite,0,1,0,
#blackberry,0,1,0,
#bigbrother,0,1,0,
#bible,0,1,0,
#bh,0,1,0,
#bestday,0,1,0,
#bee,0,1,0,
#because,0,1,0,
#beast,0,1,0,
#baltimore,0,1,0,
#badass,1,0,0,
#backtowork,0,1,0,
#babysitting,0,1,0,
#awww,0,1,0,
#audreyhepburn,0,1,0,
#audi,0,1,0,
#asdfghjkl,0,1,0,
#artpop,0,1,0,
#aquarium,0,1,0,
#app,0,1,0,
#alternative,0,1,0,
#already,0,1,0,
#allah,0,1,0,
#alex,0,1,0,
#aldo,0,1,0,
#afterwork,0,1,0,
#adoptdontshop,0,1,0,
#actress,0,1,0,
#acoustic,0,1,0,
#aca,0,1,0,
#abstract,0,1,0,
#\u0440\u043e\u0441\u0441\u0438\u044f,0,1,0,
#\u043d\u043e\u0432\u044b\u0439\u0433\u043e\u0434,0,1,0,
#49ers,0,1,0,
#31,0,1,0,
yuk,0,1,0,
yogurt,0,1,0,
worried,1,0,0,
wittle,0,1,0,
wheel,0,1,0,
western,0,1,0,
weed,0,1,0,
weak,1,0,0,
washed,0,1,0,
wanting,0,1,0,
waited,0,1,0,
voltar,0,1,0,
voil\u00e0,0,1,0,
visual,0,1,0,
vibes,0,1,0,
viaje,0,1,0,
v\u00ea,0,1,0,
upsetting,1,0,0,
unos,0,1,0,
unexpected,0,1,0,
und,0,1,0,
tsk,0,1,0,
treating,0,1,0,
treasure,0,0,1,
tragedy,1,0,0,
towards,0,1,0,
touching,0,1,0,
tooth,0,1,0,
tongue,0,1,0,
toby,0,1,0,
tirar,0,1,0,
thottery,0,1,0,
thin,0,1,0,
theory,0,1,0,
theme,0,1,0,
thee,0,1,0,
texting,0,1,0,
tech,0,1,0,
taught,0,1,0,
tasty,0,1,0,
tardes,0,1,0,
tanti,0,1,0,
tail,0,1,0,
t'aime,0,1,0,
sz,0,1,0,
sydney,0,1,0,
sweets,0,0,1,
sweetheart,0,0,1,
swag,0,1,0,
survive,0,1,0,
surrounded,0,1,0,
stressful,1,0,0,
stories,0,1,0,
stomach,0,1,0,
stoked,0,1,0,
stays,0,1,0,
states,0,1,0,
statement,0,1,0,
staring,0,1,0,
sounds,0,1,0,
sorria,0,1,0,
soooooo,0,1,0,
sont,0,1,0,
sons,0,1,0,
sonreir,0,1,0,
someday,0,1,0,
soir,0,1,0,
snuggle,0,1,0,
snapped,0,1,0,
smith,0,1,0,
skating,0,1,0,
siya,0,1,0,
sista,0,1,0,
sissy,0,1,0,
silver,0,1,0,
sigue,0,1,0,
signs,0,1,0,
shut,0,1,0,
showed,0,1,0,
should've,0,1,0,
shirts,0,1,0,
sh,0,1,0,
seniors,0,1,0,
sends,0,1,0,
sendiri,0,1,0,
semangat,0,1,0,
sees,0,1,0,
seek,0,1,0,
salt,0,1,0,
salon,0,1,0,
sair,0,1,0,
s\u00f3lo,0,1,0,
ryan,0,1,0,
russia,0,1,0,
runs,0,1,0,
roommate,0,1,0,
rolling,0,1,0,
roger,0,1,0,
rn,0,1,0,
rings,0,1,0,
rico,0,1,0,
revision,0,1,0,
reply,0,1,0,
remain,0,1,0,
release,0,1,0,
rejected,1,0,0,
recipe,0,1,0,
realidad,0,1,0,
reached,0,0,1,
ray,0,1,0,
ranch,0,1,0,
racist,1,0,0,
quiz,0,1,0,
quickly,0,1,0,
quedo,0,1,0,
quarter,0,1,0,
puedes,0,1,0,
public,0,1,0,
protect,0,0,1,
proof,0,1,0,
pronto,0,1,0,
promo,0,1,0,
product,0,1,0,
prime,0,1,0,
preciso,0,1,0,
pouring,0,1,0,
pounds,0,1,0,
potato,0,1,0,
popped,0,1,0,
popcorn,0,1,0,
piscina,0,1,0,
piggy,0,1,0,
photoshoot,0,1,0,
photography,0,1,0,
peque,0,1,0,
pasando,0,1,0,
pasa,0,1,0,
partying,0,0,1,
pakistan,0,1,0,
pad,0,1,0,
option,0,1,0,
ops,0,1,0,
oops,0,1,0,
oo,0,1,0,
onesie,0,1,0,
olsun,0,1,0,
olhos,0,1,0,
oklahoma,0,1,0,
og,0,1,0,
obrigado,0,1,0,
obrigada,0,1,0,
nowhere,0,1,0,
november,0,1,0,
nova,0,1,0,
noticed,0,1,0,
notes,0,1,0,
nosotros,0,1,0,
nom,0,1,0,
nog,0,1,0,
noel,0,1,0,
ninja,0,1,0,
ningu\u00e9m,0,1,0,
nie,0,1,0,
ni\u00f1a,0,1,0,
nga,0,1,0,
neste,0,1,0,
neighborhood,0,1,0,
nasa,0,1,0,
nas,0,1,0,
names,0,1,0,
muchos,0,1,0,
mu,0,1,0,
minsuga,0,1,0,
minhas,0,1,0,
military,0,1,0,
mile,0,1,0,
mid,0,1,0,
mickey,0,1,0,
michigan,0,1,0,
meow,0,1,0,
mention,0,1,0,
members,0,1,0,
meh,1,0,0,
mee,0,1,0,
medical,0,1,0,
meanwhile,0,1,0,
marie,0,1,0,
managed,0,1,0,
malibu,0,1,0,
makan,0,1,0,
maison,0,1,0,
maaf,0,1,0,
m\u00fasica,0,1,0,
m's,0,1,0,
lucy,0,1,0,
lovelies,0,0,1,
loud,0,1,0,
lou,0,1,0,
loser,1,0,0,
locker,0,1,0,
lmaoo,0,1,0,
lluvia,0,1,0,
llorar,0,1,0,
livre,0,1,0,
libro,0,1,0,
libre,0,1,0,
liam,0,1,0,
letters,0,1,0,
lessons,0,1,0,
league,0,1,0,
lead,0,1,0,
laughter,0,0,1,
landed,0,1,0,
lamp,0,1,0,
l\u00e1,0,1,0,
km,0,1,0,
kl,0,1,0,
kitten,0,1,0,
kings,0,1,0,
kicked,0,1,0,
kick,0,1,0,
kay,0,1,0,
kasih,0,1,0,
jones,0,1,0,
jokes,0,0,1,
johnny,0,1,0,
jgh,0,1,0,
jest,0,1,0,
jamais,0,1,0,
jalan,0,1,0,
jajajajaja,0,1,0,
jade,0,1,0,
isnt,0,1,0,
isa,0,1,0,
inspiring,0,0,1,
inspirational,0,0,1,
injuries,0,1,0,
india,0,1,0,
importa,0,1,0,
iloveyou,0,1,0,
idag,0,1,0,
iced,0,1,0,
hw,0,1,0,
hq,0,1,0,
hopes,0,0,1,
hook,0,1,0,
honey,0,1,0,
honest,0,0,1,
hoe,0,1,0,
hmmm,0,1,0,
hike,0,1,0,
hidden,0,1,0,
heritage,0,1,0,
helps,0,0,1,
heels,0,1,0,
heavy,0,1,0,
hbd,0,1,0,
hawaiian,0,1,0,
hardly,0,1,0,
haces,0,1,0,
h\u00e1,0,1,0,
gurl,0,1,0,
gun,1,0,0,
guilty,1,0,0,
guide,0,1,0,
grumpy,0,1,0,
greeting,0,0,1,
granny,0,1,0,
graduated,0,1,0,
graduate,0,1,0,
glorious,0,0,1,
girlies,0,1,0,
girl's,0,1,0,
gingerbread,0,1,0,
ghost,1,0,0,
gang,0,1,0,
gal,0,1,0,
funday,0,1,0,
ft,0,1,0,
frog,0,1,0,
fried,0,1,0,
francisco,0,1,0,
fourth,0,1,0,
fools,1,0,0,
fool,1,0,0,
foods,0,1,0,
flag,0,1,0,
finals,0,1,0,
fields,0,1,0,
females,0,1,0,
felling,0,1,0,
fed,0,1,0,
february,0,1,0,
fds,0,1,0,
fatto,0,1,0,
fare,0,1,0,
fails,1,0,0,
faced,0,1,0,
expression,0,1,0,
examen,0,1,0,
estaba,0,1,0,
espera,0,1,0,
equipo,0,1,0,
enfim,0,1,0,
energy,0,0,1,
elas,0,1,0,
eggs,0,1,0,
effect,0,1,0,
education,0,1,0,
eaten,0,1,0,
ear,0,1,0,
duele,0,1,0,
drugs,0,1,0,
doodle,0,1,0,
dj,0,1,0,
district,0,1,0,
disaster,1,0,0,
direct,0,1,0,
dif\u00edcil,0,1,0,
diego,0,1,0,
dick,1,0,0,
dey,0,1,0,
dernier,0,1,0,
depends,0,1,0,
dentist,0,1,0,
demasiado,0,1,0,
deleted,0,1,0,
deja,0,1,0,
decorating,0,1,0,
decision,0,1,0,
dearest,0,0,1,
darling,0,0,1,
dahil,0,1,0,
dag,0,1,0,
cuenta,0,1,0,
creature,0,1,0,
creative,0,0,1,
crashed,0,1,0,
crap,1,0,0,
countries,0,1,0,
corn,0,1,0,
cora\u00e7\u00e3o,0,1,0,
cooked,0,1,0,
compa\u00f1\u00eda,0,1,0,
coisa,0,1,0,
cocktail,0,1,0,
cm,0,1,0,
clowns,0,1,0,
cloudy,0,1,0,
client,0,1,0,
classes,0,1,0,
clase,0,1,0,
claro,0,1,0,
circle,0,1,0,
cielo,0,1,0,
choosing,0,1,0,
choir,0,1,0,
chef,0,1,0,
chasing,0,1,0,
charity,0,0,1,
chaos,1,0,0,
champions,0,0,1,
cerca,0,1,0,
catching,0,1,0,
casual,0,0,1,
caras,0,1,0,
caramel,0,1,0,
canceled,0,1,0,
cali,0,1,0,
cakes,0,1,0,
cadeau,0,1,0,
c'mon,0,1,0,
buys,0,1,0,
burrito,0,1,0,
bummed,0,1,0,
brunch,0,1,0,
brooklyn,0,1,0,
british,0,1,0,
brian,0,1,0,
bracelets,0,1,0,
booth,0,1,0,
bonheur,0,1,0,
blackberry,0,1,0,
biscuit,0,1,0,
bills,0,1,0,
besties,0,1,0,
becoming,0,1,0,
bears,0,1,0,
beard,0,1,0,
battle,1,0,0,
battery,0,1,0,
basket,0,1,0,
baseball,0,1,0,
barely,0,1,0,
banquet,0,1,0,
balls,0,1,0,
balloons,0,1,0,
bailey,0,1,0,
babys,0,1,0,
attend,0,1,0,
att,0,1,0,
arrested,1,0,0,
argentina,0,1,0,
appointment,0,1,0,
apartments,0,1,0,
ankle,0,1,0,
amores,0,1,0,
americans,0,1,0,
amber,0,1,0,
alto,0,1,0,
although,0,1,0,
als,0,1,0,
alright,0,0,1,
alma,0,1,0,
alice,0,1,0,
alegre,0,1,0,
alarm,1,0,0,
akan,0,1,0,
ahaha,0,1,0,
ah\u00ed,0,1,0,
affected,1,0,0,
advice,0,1,0,
adventures,0,0,1,
adquisici\u00f3n,0,1,0,
according,0,1,0,
\uff03,0,1,0,
\ufe0e,0,1,0,
\ue41f,0,1,0,
\ud83d\ude1e,0,1,0,
\ud83d\udc9c,0,1,0,
\ud83d\udc9a,0,1,0,
\ud83d\udc97,0,1,0,
\ud83c\udf3a,0,1,0,
\uc0dd\uc77c,0,1,0,
\u82db\u3081\u304b,0,1,0,
\u30d0\u30a4\u30c8\u5148\u30ed\u30c3\u30ab\u30fc\u3092\u30a4\u30bf\u30ba\u30e9\u3055\u308c\u308b,0,1,0,
\u3042\u3053\u306c\u30fc,0,1,0,
\u270f,0,1,0,
\u270a,0,1,0,
\u26f5,0,1,0,
\u2035,0,1,0,
\u2032,0,1,0,
\u200e,0,1,0,
\u0e4b,0,1,0,
\u0e40\u0e23,0,1,0,
\u0e40\u0e22,0,1,0,
\u0e40\u0e02,0,1,0,
\u0e32\u0e23,0,1,0,
\u0e2a\u0e27,0,1,0,
\u0e22\u0e27,0,1,0,
\u0e19\u0e01,0,1,0,
\u0e14\u0e16,0,1,0,
\u0e09,0,1,0,
\u0e02\u0e2a,0,1,0,
\u0e01\u0e27,0,1,0,
\u0e01\u0e25,0,1,0,
\u0a3e,0,1,0,
\u0651,0,1,0,
\u0650,0,1,0,
\u061f,0,1,0,
\u0445\u043e\u0447\u0443,0,1,0,
\u0442\u0443\u0442,0,1,0,
\u0442\u0435\u0431\u044f,0,1,0,
\u043d\u043e\u0447\u0438,0,1,0,
\u043d\u043e\u0432\u044b\u0439,0,1,0,
\u043c\u043e\u0438,0,1,0,
\u043c\u043e\u0435\u0439,0,1,0,
\u0438\u0437,0,1,0,
\u0434\u043b\u044f,0,1,0,
[facebook],0,1,0,
@selenagomez,0,1,0,
@michael5sos,0,1,0,
@luke5sos,0,1,0,
@kathdevotees,0,1,0,
@k_thomas_kvo,0,1,0,
@jimoheir,0,1,0,
@calum5sos,0,1,0,
@bestlifenotes,0,1,0,
@animeonlys,0,1,0,
@adamlevine,0,1,0,
@5sos,0,1,0,
<<,0,1,0,
,d,0,0,1
:],0,0,1,
:'D,0,1,0,
400,0,1,0,
23rd,0,1,0,
19th,0,1,0,
12:12,0,1,0,
...........,0,1,0,
->,0,1,0,
*_*,0,1,0,
),,0,1,0
)':,1,0,0,
#zen,0,1,0,
#youth,0,1,0,
#ya,0,1,0,
#xfactor,0,1,0,
#wth,1,0,0,
#writer,0,1,0,
#wrestling,0,1,0,
#worst,1,0,0,
#workday,0,1,0,
#woop,0,1,0,
#winterblues,0,1,0,
#windows,0,1,0,
#wellness,0,0,1,
#weirdo,1,0,0,
#wasted,1,0,0,
#wanttogoback,0,1,0,
#walkies,0,1,0,
#wales,0,1,0,
#wa,0,1,0,
#vw,0,1,0,
#victoria,0,1,0,
#vamos,0,1,0,
#valencia,0,1,0,
#unlucky,0,1,0,
#unbelievable,0,0,1,
#typography,0,1,0,
#tweetgram,0,1,0,
#turtle,0,1,0,
#turkeyday,0,1,0,
#trying,0,1,0,
#try,0,1,0,
#truefriends,0,1,0,
#treats,0,1,0,
#traffic,0,1,0,
#track,0,1,0,
#tourist,0,1,0,
#tough,1,0,0,
#tooth,0,1,0,
#toast,0,1,0,
#tiny,0,1,0,
#thunder,0,1,0,
#thesecret,0,1,0,
#therapy,0,1,0,
#thankyougod,0,1,0,
#texting,0,1,0,
#teenage,0,1,0,
#ted,0,1,0,
#teacup,0,1,0,
#tarta,0,1,0,
#target,0,1,0,
#tank,0,1,0,
#talented,0,0,1,
#taipei,0,1,0,
#taco,0,1,0,
#swift,0,0,1,
#surfing,0,1,0,
#suprise,0,1,0,
#sunflower,0,1,0,
#summer2014,0,1,0,
#suicidal,1,0,0,
#stylish,0,1,0,
#studentlife,0,1,0,
#struggle,1,0,0,
#streetstyle,0,1,0,
#stoner,0,1,0,
#stockholm,0,1,0,
#squirrel,0,1,0,
#spiritual,0,1,0,
#spirit,0,0,1,
#spiderman,0,1,0,
#space,0,1,0,
#soup,0,1,0,
#sound,0,1,0,
#sorriso,0,1,0,
#sonrie,0,1,0,
#sofia,0,1,0,
#social,0,1,0,
#sobrino,0,1,0,
#snowday,0,1,0,
#snowboarding,0,1,0,
#sneakers,0,1,0,
#snacks,0,1,0,
#snack,0,1,0,
#smoothie,0,1,0,
#smdh,0,1,0,
#slayer,0,1,0,
#skype,0,1,0,
#skulls,0,1,0,
#skin,0,1,0,
#skating,0,1,0,
#skateboarding,0,1,0,
#sixflags,0,1,0,
#simplethings,0,1,0,
#sicily,0,1,0,
#sheffield,0,1,0,
#shake,1,0,0,
#sexysaturday,0,1,0,
#selfpotrait,0,1,0,
#selflove,0,1,0,
#seafood,0,1,0,
#sc,0,1,0,
#save,0,0,1,
#sapporo,0,1,0,
#sampa,0,1,0,
#same,0,1,0,
#sam,0,1,0,
#salud,0,1,0,
#salmon,0,1,0,
#sadtimes,0,1,0,
#s\u00e1bado,0,1,0,
#russiangirl,0,1,0,
#russian,0,1,0,
#rumba,0,1,0,
#rockstar,0,1,0,
#riyadh,0,1,0,
#rings,0,1,0,
#riding,0,1,0,
#regalo,0,1,0,
#record,0,1,0,
#rebel,1,0,0,
#ramen,0,1,0,
#quotestags,0,1,0,
#quotestagram,0,1,0,
#puncak,0,1,0,
#prosperity,0,1,0,
#primavera,0,1,0,
#practice,0,1,0,
#pouting,0,1,0,
#potato,0,1,0,
#positivevibes,0,1,0,
#poolside,0,1,0,
#ponytail,0,1,0,
#politics,0,1,0,
#polish,0,1,0,
#pixar,0,1,0,
#pinklips,0,1,0,
#pillow,0,1,0,
#pikachu,0,1,0,
#photoofday,0,1,0,
#philadelphia,0,1,0,
#perspective,0,1,0,
#paz,0,1,0,
#path,0,1,0,
#pajamas,0,1,0,
#pa,0,1,0,
#owl,0,1,0,
#outdoors,0,1,0,
#original,0,0,1,
#opportunity,0,0,1,
#open,0,1,0,
#oops,0,1,0,
#obey,0,1,0,
#noodles,0,1,0,
#noms,0,1,0,
#nofun,0,1,0,
#nightmare,0,1,0,
#newshoes,0,1,0,
#newme,0,1,0,
#newjersey,0,1,0,
#newcar,0,1,0,
#natsu,0,1,0,
#narcism,0,1,0,
#napoli,0,1,0,
#myheart,0,1,0,
#mydubai,0,1,0,
#mybabies,0,1,0,
#mumbai,0,1,0,
#mtv,0,1,0,
#movingout,0,1,0,
#mornings,0,1,0,
#montreal,0,1,0,
#moldiv,0,1,0,
#moi,0,1,0,
#mmm,0,1,0,
#mlb,0,1,0,
#mix,0,1,0,
#missthis,0,1,0,
#michigan,0,1,0,
#messyhair,0,1,0,
#merida,0,1,0,
#meeting,0,1,0,
#mee,0,1,0,
#media,0,1,0,
#maybe,0,1,0,
#massacre,0,1,0,
#marley,0,1,0,
#marijuana,0,1,0,
#margarita,0,1,0,
#malang,0,1,0,
#malaga,0,1,0,
#magnum,0,1,0,
#ma,0,1,0,
#lyon,0,1,0,
#luxury,0,1,0,
#lucy,0,1,0,
#lucu,0,1,0,
#loveyourself,0,1,0,
#lookinggood,0,1,0,
#longweekend,0,1,0,
#livinglife,0,1,0,
#list,0,1,0,
#lisboa,0,1,0,
